Product Id,Product Handle,Product Title,Product Subtitle,Product Status,Product External Id,Product Description,Product Is Giftcard,Product Discountable,Product Thumbnail,Product Collection Id,Product Type Id,Product Weight,Product Length,Product Height,Product Width,Product Hs Code,Product Origin Country,Product Mid Code,Product Material,Product Created At,Product Updated At,Product Deleted At,Product Image 1,Product Sales Channel 1,Variant Id,Variant Title,Variant Sku,Variant Barcode,Variant Ean,Variant Upc,Variant Allow Backorder,Variant Manage Inventory,Variant Hs Code,Variant Origin Country,Variant Mid Code,Variant Material,Variant Weight,Variant Length,Variant Height,Variant Width,Variant Metadata,Variant Variant Rank,Variant Thumbnail,Variant Product Id,Variant Created At,Variant Updated At,Variant Deleted At,Variant Price USD,Variant Image 1
prod_01KZBCGJ3JKSVRM0KCNWT8H54V,lenovo-camera-lite-gen-8,Lenovo Camera Lite Gen-8,,published,,"Premium camera engineered by Lenovo. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8VTJA17QBF2517WDG3,Matte Black,TECH-3-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3JKSVRM0KCNWT8H54V,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,724,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=800&auto=format&fit=crop
prod_01KZBCGJ3JM5CH99FVCHPGR7AY,sony-monitor-advanced-gen-2,Sony Monitor Advanced Gen-2,,published,,"Premium monitor engineered by Sony. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8W9NQ5Z37ZHQAZNM4N,Matte Black,TECH-21-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3JM5CH99FVCHPGR7AY,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,764,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=800&auto=format&fit=crop
prod_01KZBCGJ3JMMAKKTYMSG68E67Y,asus-mouse-max-gen-8,Asus Mouse Max Gen-8,,published,,"Premium mouse engineered by Asus. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8V66D3WY9ZC29483Y1,Matte Black,TECH-9-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3JMMAKKTYMSG68E67Y,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,1520,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop
prod_01KZBCGJ3JMYZ192VWF3M90TT3,lenovo-speaker-elite-gen-6,Lenovo Speaker Elite Gen-6,,published,,"Premium speaker engineered by Lenovo. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1546868871-7041f2a55e12?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1546868871-7041f2a55e12?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8W8STQRYJSF4D0SK00,Matte Black,TECH-11-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3JMYZ192VWF3M90TT3,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,812,https://images.unsplash.com/photo-1546868871-7041f2a55e12?q=80&w=800&auto=format&fit=crop
prod_01KZBCGJ3JNEE2DJSYCGYD7NC9,logitech-mouse-advanced-gen-1,Logitech Mouse Advanced Gen-1,,published,,"Premium mouse engineered by Logitech. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1527814050087-379381547969?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1527814050087-379381547969?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8W3Q52VSYKFNYPX7F9,Matte Black,TECH-19-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3JNEE2DJSYCGYD7NC9,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,1144,https://images.unsplash.com/photo-1527814050087-379381547969?q=80&w=800&auto=format&fit=crop
prod_01KZBCGJ3JPTG0B7M4NSCE734E,dell-laptop-pro-gen-2,Dell Laptop Pro Gen-2,,published,,"Premium laptop engineered by Dell. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1505156868547-9b49f4df4e04?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1505156868547-9b49f4df4e04?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8WJQ13V1T6S0V8KQXX,Matte Black,TECH-18-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3JPTG0B7M4NSCE734E,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,233,https://images.unsplash.com/photo-1505156868547-9b49f4df4e04?q=80&w=800&auto=format&fit=crop
prod_01KZBCGJ3JVQ3S7SZ7ZBQYDE9H,asus-mouse-plus-gen-6,Asus Mouse Plus Gen-6,,published,,"Premium mouse engineered by Asus. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8WA0S1MMMMAYPVF65F,Matte Black,TECH-17-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3JVQ3S7SZ7ZBQYDE9H,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,1188,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop
prod_01KZBCGJ3JWRRW0C665QJ40SEY,dell-headphones-pro-gen-1,Dell Headphones Pro Gen-1,,published,,"Premium headphones engineered by Dell. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1595225476474-87563907a212?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1595225476474-87563907a212?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8WZB2CWJZ58E09ZMSS,Matte Black,TECH-12-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3JWRRW0C665QJ40SEY,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,1388,https://images.unsplash.com/photo-1595225476474-87563907a212?q=80&w=800&auto=format&fit=crop
prod_01KZBCGJ3JYHP3YEXXK3GX0XAE,asus-laptop-ultra-gen-3,Asus Laptop Ultra Gen-3,,published,,"Premium laptop engineered by Asus. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8V5M03VF7K0J39X9HC,Matte Black,TECH-7-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3JYHP3YEXXK3GX0XAE,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,1148,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop
prod_01KZBCGJ3K03EAHB4D9DMDDE3F,asus-laptop-ultra-gen-6,Asus Laptop Ultra Gen-6,,published,,"Premium laptop engineered by Asus. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8W8GVGJHZTQPQSXHAN,Matte Black,TECH-37-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3K03EAHB4D9DMDDE3F,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,180,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=800&auto=format&fit=crop
prod_01KZBCGJ3K295PCH68513V9JP7,bose-keyboard-mini-gen-9,Bose Keyboard Mini Gen-9,,published,,"Premium keyboard engineered by Bose. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1527443224154-c4a3942d3acf?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1527443224154-c4a3942d3acf?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8XNNQ9JEQQYK48G6VT,Matte Black,TECH-44-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3K295PCH68513V9JP7,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,1528,https://images.unsplash.com/photo-1527443224154-c4a3942d3acf?q=80&w=800&auto=format&fit=crop
prod_01KZBCGJ3K2RP0JBYATD0SQMXR,bose-tablet-ultra-gen-8,Bose Tablet Ultra Gen-8,,published,,"Premium tablet engineered by Bose. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8WFV824FCNVFCA9HAM,Matte Black,TECH-41-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3K2RP0JBYATD0SQMXR,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,744,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop
prod_01KZBCGJ3K5PWX6F4W7SAF16EZ,razer-keyboard-air-gen-5,Razer Keyboard Air Gen-5,,published,,"Premium keyboard engineered by Razer. Features the latest technology, sleek design, and unparalleled performance. Perfect for professionals and enthusiasts alike.",false,true,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop,pcol_01KZBFHJTD669H84JAH61WF9R6,,,,,,,,,,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 13:07:47 GMT+0100 (GMT+01:00),,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop,sc_01KZ673CEPGC3SNN79A1AGTBKE,variant_01KZBCGJ8WH6W3RN46G59Q7YVY,Matte Black,TECH-25-BLK,,,,false,false,,,,,,,,,,0,,prod_01KZBCGJ3K5PWX6F4W7SAF16EZ,Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),Thu Aug 06 2026 12:14:37 GMT+0100 (GMT+01:00),,1005,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop
